,Customer Type,Class,Flight Distance,Seat Comfort,Inflight Wifi Service,Inflight Entertainment,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
91585,1,2,3283,2,4,4,4,0,0,1
90660,1,2,1585,5,2,4,4,0,0,1
24124,1,0,1539,3,4,0,3,0,0,0
81521,1,2,2883,1,3,3,1,0,0,1
25073,1,0,2579,3,3,3,4,0,0,0
8023,1,0,399,4,2,5,3,0,0,1
66640,1,2,1766,1,5,1,1,5,16,0
78786,1,2,2288,5,2,4,2,6,6,1
29553,1,0,1431,3,4,5,5,0,0,1
90950,1,2,766,1,3,5,4,0,3,1
75037,1,2,1900,2,3,4,2,91,83,0
7311,1,0,2544,1,3,1,5,0,0,0
94123,1,2,976,3,5,4,4,0,0,1
100283,1,2,606,4,2,3,4,0,0,0
54802,0,0,2125,3,1,3,3,57,32,0
16762,1,0,1754,2,1,2,2,20,18,0
13804,1,0,2756,2,2,2,5,0,0,0
117917,1,2,1023,1,3,4,5,0,0,1
53762,0,0,2018,3,4,3,3,0,2,0
47367,0,2,2647,2,5,2,4,0,0,0
105986,1,1,2793,4,4,4,2,16,0,1
119625,1,2,342,4,2,5,5,0,0,1
21442,1,0,1561,3,3,3,2,0,0,0
69549,1,0,3198,1,1,1,3,0,7,0
98284,1,2,1845,2,2,5,4,9,21,1
57332,0,0,1737,4,4,2,3,138,130,1
65357,1,1,1702,0,1,0,2,0,0,1
87595,1,2,495,4,5,4,3,0,4,1
107983,1,2,626,4,5,5,4,3,0,1
48381,0,2,1900,2,1,2,5,0,4,0
47211,0,0,2529,2,5,2,3,0,0,1
32534,1,0,1989,4,3,4,3,35,47,0
54789,0,0,2425,3,1,3,5,0,0,0
116911,1,2,3225,2,3,5,5,3,0,1
114775,1,2,1899,1,5,5,4,10,0,1
129494,1,1,3165,5,5,5,2,24,12,1
84720,1,2,2066,3,3,4,3,99,81,0
106050,1,2,2858,2,4,3,4,12,0,1
3183,1,0,2393,5,3,1,1,0,0,1
77867,1,2,712,3,5,3,3,0,0,1
104589,1,2,683,3,2,5,4,13,16,1
81431,1,2,3286,3,3,3,4,0,0,0
81887,1,2,3367,3,3,3,3,0,3,0
12392,1,0,2244,2,1,2,5,18,8,0
32846,1,0,1514,4,1,4,1,4,12,0
54101,0,0,2497,3,1,3,3,0,0,0
40860,0,0,2297,1,3,0,4,0,7,0
49207,0,0,2099,2,4,2,5,25,1,0
111654,1,2,2825,4,5,5,4,42,40,1
99147,1,2,2489,5,3,5,4,0,0,1
9602,1,2,255,5,5,5,4,0,18,1
67802,1,2,2934,1,2,3,1,3,0,0
119977,1,1,1225,5,5,5,3,0,0,1
62271,0,2,1789,5,1,5,4,9,3,1
84225,1,2,2942,3,3,3,4,74,70,0
116285,1,2,1772,1,5,4,5,0,0,1
52073,0,0,2142,3,4,3,4,0,8,0
125822,1,2,882,2,4,4,5,0,0,1
127382,1,2,2221,2,5,5,5,2,0,1
97423,1,2,1565,5,4,5,4,0,0,1
91520,1,2,560,2,4,5,4,0,18,1
126968,1,2,449,4,4,5,5,0,0,1
32691,1,0,954,4,1,4,3,0,0,0
35503,1,0,1670,4,4,4,4,0,0,0
4518,1,2,548,3,2,1,1,0,0,1
98104,1,2,1651,1,4,5,4,0,0,1
42704,0,0,2272,1,1,1,1,0,0,0
120908,1,2,1456,1,5,5,5,0,0,1
11014,1,0,2707,1,5,5,4,0,0,1
11783,1,0,1966,2,2,2,2,28,18,0
63976,1,0,2131,0,4,4,2,0,0,1
42669,0,0,1672,1,5,1,3,0,0,0
72645,1,2,1225,2,4,4,2,18,0,0
92560,1,2,269,2,3,5,4,27,14,1
97362,1,2,1625,2,3,4,4,2,0,1
11169,1,1,1785,2,1,2,4,0,0,0
63378,0,2,2878,5,5,4,3,0,0,1
108806,1,2,2889,5,5,4,4,0,4,1
80570,1,2,2491,3,2,2,3,0,0,0
63409,0,2,2003,5,4,5,4,3,0,1
51536,0,0,1306,3,2,3,3,57,55,0
127595,1,2,282,4,2,5,5,66,54,1
40496,0,2,1776,0,5,0,4,5,0,1
23482,1,0,3008,5,1,3,5,0,3,1
42105,0,0,2255,1,3,1,3,4,46,0
129307,1,2,3060,4,3,5,5,0,0,1
103484,1,2,1122,4,3,3,4,0,13,1
129668,1,0,2462,5,5,5,3,0,0,1
20938,1,0,1954,3,2,3,3,0,0,0
5101,1,0,570,5,3,4,2,0,0,1
9137,1,0,2541,2,1,2,3,0,3,0
117360,1,2,1669,3,2,4,5,1,0,1
42780,0,0,2415,1,1,1,3,0,0,0
106280,1,1,2720,4,4,4,4,0,0,0
40365,0,2,2288,0,2,0,5,3,0,1
120997,1,2,1327,1,3,4,5,0,2,1
12235,1,0,3419,2,2,2,2,27,21,0
44515,0,2,1695,2,2,1,4,0,0,0
63501,0,0,1924,5,5,5,4,0,0,1
81162,1,1,1747,3,3,3,3,0,0,1
42446,0,2,1710,1,5,1,4,3,36,0
86699,1,0,2516,3,4,3,3,3,8,0
122620,1,2,2591,5,3,4,5,20,7,1
19403,1,2,1967,2,2,2,5,12,34,0
125586,1,2,2826,5,5,5,4,0,2,1
127740,1,2,253,3,1,3,5,0,0,1
24639,1,0,751,1,4,4,5,0,0,1
123094,1,2,3157,3,4,4,5,0,0,1
95677,1,2,2862,4,2,5,4,0,0,1
34813,1,0,1800,4,1,4,4,0,0,1
43053,0,2,1667,1,5,1,5,11,9,0
125972,1,2,803,1,4,4,5,26,29,1
68906,1,0,2450,1,1,1,4,0,0,0
37034,1,0,1557,4,4,4,4,0,0,1
50750,0,0,1551,3,3,3,1,48,29,0
129271,1,0,2249,5,5,5,1,92,90,1
55501,0,0,2956,3,5,3,4,0,0,0
39057,1,0,790,5,4,4,2,1,0,1
41719,0,1,1519,1,4,1,3,0,0,0
27466,1,0,472,1,2,5,5,0,0,1
66198,1,2,2080,1,1,2,1,81,78,0
71335,1,2,929,2,5,2,2,0,0,0
105639,1,2,456,1,4,4,4,0,0,1
7530,1,0,1367,1,3,4,3,17,7,1
106695,1,2,272,4,4,3,4,0,1,0
90100,1,2,1212,5,3,5,4,0,0,1
11872,1,1,1686,4,4,4,3,0,0,1
19523,1,0,449,3,3,4,5,26,13,1
91176,1,0,731,4,2,2,4,0,0,0
48728,0,1,2092,2,1,2,3,76,63,0
66258,1,0,2295,1,1,1,2,0,0,0
10646,1,0,1483,2,2,2,4,97,96,0
20772,1,0,2463,3,5,3,4,0,0,0
127022,1,0,1509,5,5,5,2,0,0,1
7916,1,0,1904,1,3,2,3,0,0,0
97595,1,2,1470,3,4,4,4,10,0,1
30276,1,0,2271,5,3,3,5,0,0,1
15213,1,1,2255,2,2,2,5,0,1,0
37342,1,0,1867,4,1,4,4,9,21,0
98752,1,2,1602,4,4,4,4,8,0,0
17061,1,0,3026,2,3,2,4,0,0,0
106620,1,2,254,5,2,5,4,1,1,1
92709,1,2,3375,3,2,5,4,0,1,1
9583,1,1,388,1,3,4,4,71,68,1
61367,0,2,1428,5,1,4,4,24,14,1
36654,1,0,965,4,1,4,2,0,0,1
94291,1,2,3050,2,5,4,4,53,42,1
94875,1,0,237,4,1,4,4,9,2,1
13837,1,1,2241,2,3,2,4,0,0,0
103368,1,2,1135,2,2,4,4,0,0,1
72092,1,2,2498,2,2,2,1,0,0,0
71025,1,1,337,2,1,2,2,64,79,0
828,1,0,1062,0,3,0,4,0,0,1
119060,1,2,495,3,4,5,5,21,31,1
124716,1,0,264,5,4,4,5,21,42,1
7625,1,0,1033,2,5,5,3,0,0,1
33287,1,0,1278,4,4,4,3,0,0,0
91877,1,2,2387,3,2,5,4,0,7,1
35089,1,0,1031,4,5,4,2,0,0,0
78397,1,0,2014,3,3,2,4,34,29,0
48449,0,2,1522,2,4,2,4,0,0,0
78000,1,2,1474,3,1,4,3,0,0,0
123841,1,2,342,1,5,4,5,0,0,1
7398,1,1,2488,1,4,1,5,22,17,0
35316,1,0,1468,4,5,4,4,0,0,0
54849,0,2,1906,3,3,3,4,136,146,0
35300,1,0,1771,4,1,4,4,4,0,1
95256,1,0,2000,4,4,4,1,78,69,1
49948,0,0,1647,2,3,2,4,7,17,0
76719,1,2,1393,5,2,2,4,24,29,1
7404,1,0,2174,1,4,1,4,6,52,0
15242,1,0,1540,5,5,5,4,0,0,1
1191,1,0,2577,1,3,1,3,58,37,0
1890,1,1,1992,4,2,4,2,0,0,1
3635,1,0,1641,1,5,1,5,0,0,0
72597,1,0,728,2,5,3,2,0,0,0
14448,1,0,1082,4,4,4,5,0,3,1
56019,0,0,1972,3,1,3,4,0,0,0
46945,0,2,2023,2,2,2,5,77,77,0
10190,1,0,1778,2,4,2,3,0,3,0
84408,1,1,1691,3,3,3,3,0,0,0
29930,1,0,3282,3,3,2,4,0,38,0
83053,1,2,3092,3,3,3,4,37,33,1
76917,1,0,2245,2,2,2,3,27,30,0
45176,0,0,1699,2,1,2,1,0,13,0
35736,1,0,1715,4,5,4,5,0,0,0
71262,1,0,1240,2,3,3,2,0,0,1
77318,1,1,1945,2,2,2,4,0,0,0
19001,1,0,2451,5,5,5,5,4,15,1
76488,1,0,1543,2,2,2,3,17,25,0
87240,1,0,1785,4,4,4,3,59,65,0
72507,1,0,1066,2,3,4,2,5,0,0
11752,1,0,1536,2,4,4,1,11,0,1
121854,1,2,2433,1,2,5,5,0,0,1
100646,1,2,3015,2,4,5,4,0,0,1
25779,1,0,2739,4,5,4,5,8,17,1
57936,0,2,2334,4,2,3,4,51,36,1
117995,1,2,3060,5,3,5,5,0,0,1
90827,1,1,1695,4,4,4,5,0,0,1
16853,1,0,1926,4,4,4,2,1,0,1
96585,1,2,1982,4,3,5,4,14,9,1
41788,0,0,2377,1,4,1,5,0,0,0
88652,1,2,3158,3,3,4,3,0,0,1
101218,1,0,1910,4,4,4,4,28,39,0
118177,1,2,2155,4,5,5,4,0,0,1
123410,1,0,2702,5,5,5,5,29,34,1
101303,1,2,408,2,3,4,4,7,5,1
74969,1,2,2744,2,4,4,2,0,10,0
75955,1,2,3270,2,5,4,2,107,122,0
54319,0,0,1259,3,2,3,4,96,89,0
71345,1,2,2530,2,1,2,2,5,0,0
118566,1,2,2637,2,4,4,5,0,0,1
125310,1,2,1136,1,2,4,5,0,0,1
6413,1,0,1997,1,5,1,3,0,0,0
30588,1,1,392,5,5,5,3,0,0,1
82318,1,0,1681,3,3,3,4,3,0,0
45034,0,0,1922,2,1,2,3,0,0,0
55569,0,0,2180,3,5,3,1,0,0,0
34660,1,0,2955,4,5,4,5,2,12,0
5335,1,1,2461,1,4,1,4,0,0,0
59007,0,0,1887,4,3,4,5,0,0,1
105476,1,2,2242,4,5,5,4,0,0,1
67700,1,0,1422,1,1,1,4,15,9,0
20336,1,0,1175,2,2,4,4,0,0,1
128427,1,2,996,4,2,5,5,7,0,1
117680,1,2,1149,4,5,4,5,0,2,1
98489,1,0,790,4,1,1,4,65,59,1
121990,1,2,1958,2,5,5,5,2,0,1
3757,1,0,1616,0,4,5,1,2,0,1
61237,0,2,2097,4,1,5,4,0,0,0
77987,1,2,1959,3,4,3,3,100,80,0
100238,1,2,631,4,5,5,4,0,0,1
65714,1,2,1559,0,4,4,3,0,3,1
5917,1,0,3316,3,2,3,3,0,0,1
87344,1,0,2149,4,4,4,3,7,6,0
19107,1,0,1897,2,4,2,5,1,0,0
73483,1,0,1948,2,2,2,4,40,24,0
61276,0,0,2810,4,5,5,4,16,8,0
125061,1,2,1501,3,3,4,5,0,54,1
4990,1,2,842,4,2,4,2,0,0,1
10382,1,0,1465,4,4,4,4,0,5,1
55375,0,0,1911,3,1,3,4,22,23,0
55296,0,1,2199,3,5,3,4,0,31,0
86134,1,2,3245,3,4,4,3,50,48,0
53875,0,0,2740,3,2,3,4,5,0,0
64980,1,1,1736,0,3,0,1,5,8,1
2099,1,0,2847,1,1,2,4,111,133,0
33620,1,0,1822,4,4,4,3,0,0,0
44530,0,0,1817,2,3,1,5,0,0,0
76995,1,2,1863,2,4,3,2,16,16,0
39567,1,0,1863,5,5,5,5,0,3,1
69808,1,2,3478,5,3,4,1,0,0,1
22487,1,0,2609,3,5,4,3,0,0,0
115405,1,0,1900,5,5,5,2,0,11,1
14131,1,0,589,5,4,5,4,0,0,1
4068,1,0,1425,0,1,5,4,48,31,1
25837,1,1,2729,3,3,3,4,19,2,0
6280,1,0,1245,3,3,3,5,3,0,1
19006,1,0,2391,2,5,2,4,48,41,0
12473,1,0,2026,3,3,3,4,0,0,1
7571,1,0,1162,1,1,1,5,0,0,0
81394,1,2,2895,3,3,3,3,0,2,0
37990,1,2,480,4,4,5,2,8,0,0
3448,1,0,2554,1,5,1,4,0,0,0
105194,1,2,575,3,4,2,4,0,0,1
9338,1,0,2126,4,5,5,4,0,0,1
72979,1,2,988,2,1,2,2,19,33,0
26237,1,0,640,4,3,5,5,41,33,1
14790,1,0,2512,2,1,2,5,0,0,0
26832,1,0,829,1,3,5,5,0,2,1
105724,1,2,3258,4,4,4,4,35,35,1
20127,1,0,2455,5,4,5,2,0,0,1
73837,1,2,3373,2,3,4,2,41,47,0
6864,1,0,1708,3,3,5,3,0,5,1
86416,1,1,1652,3,3,3,3,0,0,1
104666,1,2,1904,5,3,2,4,80,125,1
78183,1,0,1673,3,3,2,3,0,0,0
93360,1,2,1499,5,3,4,4,0,5,1
62700,0,2,2833,5,1,5,5,87,59,1
32529,1,0,328,4,2,4,5,0,6,0
47070,0,2,1779,2,5,2,5,0,0,0
127601,1,2,2120,4,4,4,5,3,1,1
113885,1,2,2442,3,2,4,5,0,0,1
124032,1,2,2553,3,4,3,5,0,0,1
54721,0,2,2340,3,3,3,5,9,0,0
38829,1,1,3380,5,4,5,4,64,69,1
24345,1,0,2359,3,1,2,5,2,0,0
31814,1,0,1535,3,5,3,2,0,0,0
32016,1,0,413,3,1,3,5,10,33,0
38371,1,1,1633,4,3,5,4,0,0,1
33720,1,0,1488,4,2,4,4,1,0,0
20288,1,1,233,3,3,5,4,0,11,1
1708,1,0,2247,1,4,1,3,0,0,0
25778,1,0,2729,4,5,5,3,0,0,1
93687,1,2,3344,4,4,4,4,109,129,1
85946,1,1,1757,3,3,3,4,39,32,0
58578,0,2,2390,4,4,4,4,7,10,0
69926,1,2,1941,3,1,2,5,0,0,1
69521,1,0,1777,1,1,1,4,1,4,0
5765,1,0,264,1,3,4,2,14,23,1
106292,1,0,1687,4,4,4,3,0,0,1
57862,0,0,1262,4,3,4,3,12,2,1
34333,1,0,2757,4,2,4,5,85,64,0
40480,0,2,1394,0,2,0,4,0,2,1
54617,0,2,2597,3,3,3,5,0,0,0
112130,1,2,1756,3,4,5,4,0,0,1
41703,0,2,2597,1,3,1,2,0,0,0
10534,1,0,1291,2,3,0,3,0,0,0
118568,1,2,3012,5,3,5,5,0,0,1
81148,1,0,1303,3,3,3,2,0,0,1
58671,0,2,2188,4,2,4,4,0,0,1
124508,1,2,2550,1,2,4,5,0,0,1
93755,1,2,2305,5,4,4,2,0,0,1
76647,1,2,2838,2,5,4,2,0,0,0
39259,1,0,1376,5,3,5,3,0,0,1
69283,1,2,2164,2,2,1,3,0,0,0
2135,1,1,2224,4,3,5,2,0,0,1
20116,1,0,2807,3,3,2,4,127,145,0
125932,1,2,790,2,3,5,5,7,14,1
50557,0,0,1355,3,1,2,4,0,0,0
6010,1,0,1912,4,4,5,2,72,56,1
119778,1,2,1851,1,2,5,5,0,0,1
5784,1,0,2367,5,4,4,2,0,0,1
70940,1,0,1975,2,2,2,2,0,6,0
87727,1,2,1127,3,2,4,3,8,15,1
56653,0,2,1242,4,4,4,4,22,72,1
126365,1,2,3435,3,5,5,5,0,14,1
4145,1,2,1764,1,3,2,4,0,14,0
62623,0,0,2447,5,5,5,5,0,0,1
73671,1,2,1698,2,3,5,2,1,4,1
101644,1,2,2352,1,5,4,4,13,4,1
42468,0,0,1933,1,2,1,4,0,0,0
4438,1,0,2072,0,5,3,2,4,0,1
114427,1,0,2401,5,5,5,4,15,0,1
112302,1,2,3404,5,4,5,4,109,91,1
15856,1,0,2107,2,3,3,5,6,0,0
35690,1,0,2694,4,4,4,5,7,0,0
33604,1,0,2400,4,3,4,1,0,0,1
104542,1,0,1880,4,4,4,1,0,0,1
116481,1,2,365,3,2,5,5,0,0,1
61977,0,0,1239,5,1,5,2,0,0,1
86797,1,1,343,3,4,3,4,23,15,0
106377,1,2,361,4,3,3,4,2,0,0
69673,1,2,3349,3,1,2,4,2,0,1
42078,0,0,2979,1,1,1,4,0,0,0
126383,1,2,1673,2,5,5,5,0,0,1
39422,1,1,2132,5,2,5,5,21,12,1
104825,1,2,648,1,5,5,4,0,0,1
62494,0,2,2885,5,2,5,4,0,0,1
92373,1,2,3148,3,2,5,4,13,12,1
33779,1,0,1066,4,4,4,4,0,0,0
105934,1,2,423,5,3,3,4,29,60,1
83604,1,2,337,3,4,4,3,58,60,0
28552,1,0,1641,3,1,2,5,14,8,0
32776,1,1,1873,4,4,3,3,0,0,0
24509,1,1,2324,3,5,3,4,0,0,0
95729,1,2,2933,3,2,4,4,5,10,1
73900,1,2,575,1,3,5,2,0,0,1
42911,0,1,1200,1,2,1,1,0,0,0
43607,0,0,1890,1,4,1,4,3,5,0
85574,1,2,485,4,5,4,3,0,0,1
111119,1,2,2801,4,2,5,5,0,0,1
53330,0,0,2493,3,3,3,4,0,0,0
115333,1,2,695,1,4,4,5,0,0,1
68946,1,1,2063,1,1,1,3,0,0,0
49618,0,2,1096,2,3,3,4,0,0,0
21099,1,0,873,5,5,5,4,0,0,1
46196,0,2,1706,2,4,2,5,0,0,0
46301,0,0,2629,2,3,2,1,3,0,0
122110,1,2,2743,1,5,5,4,14,6,1
3589,1,0,491,0,2,4,1,63,50,1
108812,1,2,1549,2,4,4,5,2,0,1
32814,1,0,2170,4,1,4,2,4,0,0
61516,0,0,1681,5,5,5,4,0,0,1
59367,0,0,2543,4,4,4,3,0,0,0
121686,1,2,2536,2,5,5,5,17,21,1
105909,1,2,2730,2,3,4,4,0,0,1
39020,1,0,2871,5,2,4,5,0,0,1
78502,1,1,2765,2,2,2,4,0,3,0
98481,1,0,893,4,4,2,4,0,0,1
128600,1,2,811,3,2,4,5,0,0,1
15671,1,0,587,4,3,5,4,0,4,1
36141,1,0,1437,4,2,4,5,0,21,0
56357,0,0,1949,3,3,3,1,0,0,0
125331,1,2,1127,4,4,5,5,0,0,1
96966,1,2,2281,3,4,4,4,2,0,1
4569,1,0,434,1,5,5,2,0,0,1
45481,0,0,2144,2,1,1,3,15,15,0
34145,1,0,1748,4,2,2,3,2,0,1
62171,0,0,2654,5,3,5,4,0,0,1
2184,1,0,1958,4,2,3,4,0,0,1
35240,1,0,688,4,3,4,2,0,0,0
82542,1,2,2487,2,3,3,4,0,17,1
4581,1,2,430,1,4,4,3,2,0,0
16398,1,0,3474,2,2,2,4,9,0,0
34265,1,2,2528,4,4,3,4,44,39,0
93745,1,2,2832,2,5,5,4,0,0,1
124373,1,0,1882,5,5,5,5,2,0,1
57488,0,0,1360,4,3,5,4,0,0,0
112425,1,2,2718,1,2,2,4,0,0,1
34747,1,0,2309,4,4,4,1,13,0,0
91518,1,2,2658,1,3,5,4,0,0,1
121535,1,0,2539,5,5,5,3,0,7,1
76107,1,2,3123,5,4,4,2,0,10,1
649,1,0,2971,0,2,0,1,1,0,1
113231,1,2,1985,4,4,4,5,0,5,1
6008,1,0,2519,1,2,1,1,0,5,0
117649,1,0,212,5,2,5,5,0,0,1
94095,1,0,725,4,2,1,4,0,0,1
2872,1,0,3069,5,3,2,1,3,0,1
102855,1,0,1288,4,4,4,2,0,1,1
81313,1,0,628,3,4,3,3,0,0,0
114225,1,2,1541,5,4,4,5,10,0,1
26453,1,0,479,5,4,1,5,0,11,1
94610,1,2,754,5,2,4,4,91,90,1
98647,1,2,1578,2,2,5,4,0,0,1
44177,0,0,1855,1,4,1,5,0,49,0
96302,1,2,2162,4,3,4,4,4,5,1
112304,1,2,1776,2,3,5,4,0,9,1
92456,1,0,1895,4,4,4,3,0,10,1
118928,1,2,3385,3,5,5,2,0,0,1
83357,1,2,441,3,2,4,3,1,0,0
14096,1,0,1973,2,3,2,5,0,33,0
2740,1,0,2141,1,5,1,1,22,49,0
60336,0,0,1797,4,2,4,1,0,0,1
10761,1,1,1188,3,4,4,4,0,0,1
59541,0,2,1341,4,3,4,4,22,0,0
81664,1,1,1554,3,3,3,3,0,0,0
45301,0,2,3107,2,1,1,4,3,0,0
68712,1,0,2153,1,1,1,3,0,0,0
44109,0,0,1176,1,1,1,1,0,1,0
70504,1,2,1150,3,2,4,2,104,92,1
88907,1,2,3265,4,5,4,3,0,0,1
19821,1,1,1454,2,2,3,5,0,2,0
94053,1,2,1975,5,3,5,4,0,0,1
99900,1,0,1804,4,1,3,4,0,2,1
40910,0,2,1571,1,1,1,5,24,21,0
93178,1,2,1787,4,2,4,4,0,0,1
59572,0,0,2087,4,2,4,4,0,0,0
19938,1,0,1537,2,4,5,5,0,0,0
69913,1,1,1458,1,1,2,4,4,0,0
17867,1,0,2312,2,5,2,5,28,24,0
30322,1,0,1587,5,4,4,5,28,44,1
20762,1,0,2127,3,2,3,4,46,59,0
42635,0,0,2313,1,2,1,4,4,5,0
48682,0,0,1725,2,5,2,3,0,10,0
100685,1,0,1790,4,4,4,3,0,0,1
60945,0,2,1807,4,4,4,4,9,1,1
54886,0,1,1271,3,2,3,4,0,13,0
48270,0,2,1984,2,3,2,4,0,22,0
4944,1,0,2744,1,4,1,3,3,0,0
36246,1,0,857,4,3,4,5,9,1,1
24256,1,2,1407,3,2,1,1,41,27,0
85208,1,2,2717,3,3,3,3,27,10,0
34690,1,1,1088,4,3,2,4,81,85,0
11886,1,0,1625,5,1,1,4,14,5,1
22305,1,1,1943,3,3,3,4,0,0,0
35700,1,0,1044,4,5,3,4,0,0,1
59249,0,0,2616,4,4,4,4,0,0,0
97566,1,2,2501,1,4,4,2,0,15,1
21893,1,0,2487,3,5,3,3,10,8,0
57787,0,0,1468,4,1,4,4,14,12,0
40887,0,2,1695,1,1,0,4,6,5,0
24057,1,0,1353,3,4,0,5,86,62,0
44745,0,0,1767,2,2,2,3,7,0,0
38566,1,0,2203,5,5,3,2,0,0,1
73777,1,2,2655,2,5,4,2,0,0,0
72738,1,2,2718,2,5,4,2,5,0,0
53028,0,2,2629,3,1,3,5,103,72,0
11696,1,0,1175,4,5,4,4,46,38,1
119352,1,2,416,3,3,5,5,0,0,1
118908,1,2,593,2,4,4,5,17,6,1
9190,1,0,2212,4,3,4,4,5,1,1
12191,1,0,710,1,5,5,4,13,2,1
97636,1,2,1466,4,2,4,4,0,0,1
37075,1,0,2078,4,4,4,5,8,1,0
113018,1,0,1528,4,4,5,5,0,0,1
16530,1,0,2748,2,4,2,3,0,0,0
30299,1,0,1798,3,2,3,4,0,0,0
28154,1,0,1808,3,2,4,4,0,0,0
118302,1,0,1641,5,5,5,4,0,0,1
33408,1,1,2819,4,2,3,4,101,81,0
85,1,0,351,0,4,3,5,0,0,1
89244,1,2,2860,2,5,4,3,23,31,1
47487,0,0,1910,2,3,2,4,0,0,0
129635,1,2,206,4,4,4,5,0,7,1
30198,1,0,2569,3,2,3,3,8,0,0
39915,1,0,2051,5,2,5,5,2,3,1
33394,1,0,1930,4,4,3,3,4,8,0
88669,1,2,2080,4,4,4,3,0,0,1
77509,1,2,2789,4,2,2,4,1,0,1
20597,1,1,1472,3,4,5,4,0,0,1
108470,1,2,370,3,5,4,4,0,0,1
105481,1,2,2318,3,5,4,4,0,0,1
98802,1,2,2550,3,2,4,4,0,0,1
108060,1,0,2363,4,4,4,5,0,0,1
59188,0,1,912,4,4,4,1,0,0,0
83263,1,2,454,3,2,2,3,0,0,0
28653,1,2,1500,3,2,5,3,2,14,0
3128,1,1,2289,1,1,2,4,6,7,0
120803,1,2,1519,5,3,4,5,10,0,1
30969,1,0,1091,3,4,5,3,0,0,0
76611,1,2,3172,2,5,3,2,0,0,0
96053,1,2,1949,2,2,5,4,0,0,1
35037,1,0,2724,4,3,4,4,0,0,0
40159,0,2,2250,0,1,0,4,0,0,1
59658,0,0,1896,4,2,4,2,23,21,0
44181,0,0,1435,1,4,1,3,0,0,0
14979,1,0,2445,2,4,2,4,0,0,0
100346,1,1,2067,4,4,4,4,1,0,1
68545,1,2,1924,1,1,1,3,18,7,0
7568,1,0,1840,3,2,4,3,1,2,1
4072,1,0,225,0,3,1,3,0,41,1
59147,0,2,1832,4,3,4,5,0,0,0
27908,1,0,1604,3,1,3,5,0,0,0
76426,1,1,1689,2,2,2,4,0,1,0
117497,1,2,1416,1,2,4,5,5,27,1
825,1,0,1534,0,4,3,2,0,11,1
48569,0,0,2883,2,4,2,4,15,22,0
63329,0,0,2134,5,1,5,3,0,2,1
86527,1,2,410,5,2,5,3,29,29,1
40198,0,2,2110,0,2,0,4,2,0,1
86174,1,2,291,3,3,4,3,0,0,0
53628,0,0,2665,3,4,3,3,0,0,0
36110,1,0,2341,4,2,4,4,0,0,0
24874,1,0,2042,3,3,3,2,0,0,0
23046,1,0,3033,3,2,3,4,5,0,0
3053,1,0,1161,1,4,1,5,2,36,0
45768,0,2,3056,2,4,2,4,1,0,0
33987,1,0,1311,4,1,4,4,55,54,0
116564,1,2,2587,4,1,2,5,20,13,1
36030,1,0,950,4,3,4,4,76,74,0
63238,0,2,2370,5,5,5,5,24,26,1
122099,1,2,809,4,2,5,5,57,74,1
65995,1,1,2410,1,3,0,3,13,12,0
64775,1,2,2583,0,2,4,5,68,72,1
128536,1,2,2009,5,3,4,5,0,0,1
44981,0,0,1809,2,3,2,1,0,16,0
52735,0,2,1749,3,3,3,4,0,0,0
30907,1,0,2186,3,3,3,5,0,0,0
104557,1,0,484,4,3,1,4,0,3,1
81749,1,1,1801,3,3,3,4,39,32,0
47610,0,0,2467,2,5,2,3,0,0,0
114098,1,0,706,5,5,1,5,8,24,1
44223,0,0,1893,1,4,1,4,0,0,0
39764,1,0,2208,5,4,5,5,0,0,1
74797,1,1,1723,2,2,2,3,52,47,0
95676,1,2,2246,4,3,4,4,67,52,1
35731,1,0,1958,4,5,4,3,0,0,0
19720,1,0,1605,2,3,5,5,17,29,1
109955,1,2,1391,2,3,5,5,0,0,1
126131,1,0,330,5,4,5,5,0,1,1
115295,1,2,2229,4,5,5,5,15,0,1
54178,0,0,1820,3,3,3,3,23,12,0
85771,1,0,1425,3,3,3,1,0,1,1
61078,0,0,1997,4,4,4,4,0,0,0
14944,1,0,1845,2,5,2,3,0,0,0
115489,1,2,606,5,2,5,5,0,0,1
83701,1,2,318,3,2,3,3,0,3,0
53388,0,0,2851,3,2,3,3,0,9,0
108300,1,0,1494,4,4,4,5,20,29,1
54748,0,0,2715,3,4,3,5,2,0,0
53018,0,0,2005,3,3,3,5,0,0,0
38212,1,0,1726,4,2,4,5,0,0,0
8733,1,0,2826,2,2,2,4,0,22,0
54850,0,0,1964,3,1,3,5,12,6,1
5459,1,0,1575,4,4,5,2,0,0,1
52244,0,2,2304,3,4,3,4,0,7,0
125487,1,2,1073,3,1,5,5,12,4,1
58797,0,0,3188,4,4,4,5,1,0,0
62503,0,2,1670,5,3,5,5,0,0,1
30425,1,1,2017,3,2,3,5,0,0,0
86394,1,2,962,2,2,5,3,0,17,1
11412,1,0,140,4,5,4,4,72,66,1
38359,1,0,3048,4,4,5,5,1,1,0
59287,0,2,2097,4,3,4,5,3,4,1
6537,1,0,1555,1,3,3,3,0,2,1
46444,0,0,2300,2,1,2,2,7,0,0
75785,1,0,652,2,5,4,2,104,94,0
49721,0,2,3280,2,2,3,5,0,0,0
41113,0,0,2274,1,3,1,3,0,0,0
62954,0,2,1196,5,1,5,4,8,12,1
87715,1,2,2175,2,2,5,3,20,20,1
22282,1,2,619,3,3,4,1,24,5,0
